,Battery,RUL_actual,RUL_predicted
374,B0006,27.0,25.15956430429264
375,B0006,26.0,25.62263968731601
376,B0006,25.0,20.12331291739344
377,B0006,24.0,19.02117469502602
378,B0006,23.0,17.464511630730932
379,B0006,22.0,10.356033457967168
380,B0006,21.0,17.574275536419673
381,B0006,20.0,15.782273912902564
382,B0006,19.0,18.92353946653801
383,B0006,18.0,17.03827008631397
384,B0006,17.0,16.567437581188717
385,B0006,16.0,10.147228430118101
386,B0006,15.0,10.130046888953487
387,B0006,14.0,8.24123194956573
388,B0006,13.0,7.337357948075285
389,B0006,12.0,11.674442263026616
390,B0006,11.0,11.730193423505991
391,B0006,10.0,12.669954589140643
392,B0006,9.0,21.563477111101143
393,B0006,8.0,17.17111788362253
394,B0006,7.0,15.934021684959731
395,B0006,6.0,15.340654357449383
396,B0006,5.0,15.765541679216712
397,B0006,4.0,12.550259503459941
398,B0006,3.0,11.539958875986729
399,B0006,2.0,9.573311559025608
400,B0006,1.0,8.288593685921844
401,B0006,0.0,10.670828191674607
402,B0006,0.0,3.2535552485214305
403,B0006,0.0,11.420388201478465
404,B0006,0.0,5.813575753069511
405,B0006,0.0,6.662871716845853
406,B0006,0.0,5.708895507219223
407,B0006,0.0,6.676051560312
408,B0006,0.0,5.092033161692554
409,B0006,0.0,6.326637554550089
410,B0006,0.0,3.738391997913996
411,B0006,0.0,2.913840455907664
412,B0006,0.0,1.436000230191281
413,B0006,0.0,2.523158226367388
414,B0006,0.0,3.1853918957841243
415,B0006,0.0,1.0737666390935097
416,B0006,0.0,1.792883090494299
417,B0006,0.0,1.7776190794123563
418,B0006,0.0,0.0
419,B0006,0.0,10.43090902858741
420,B0006,0.0,4.776040165614026
421,B0006,0.0,4.220988729593971
422,B0006,0.0,4.097829879659104
423,B0006,0.0,2.0070339927892533
424,B0006,0.0,0.17166571869162173
425,B0006,0.0,0.0
426,B0006,0.0,0.0
427,B0006,0.0,0.0
428,B0006,0.0,0.0
429,B0006,0.0,0.0
430,B0006,0.0,0.0
431,B0006,0.0,0.0
432,B0006,0.0,1.077670056524469
433,B0006,0.0,6.5864861865512685
434,B0006,0.0,2.724774795668499
435,B0006,0.0,8.313220348266576
436,B0006,0.0,7.886745614038777
437,B0006,0.0,5.969040233876119
438,B0006,0.0,6.253466411200109
439,B0006,0.0,6.418753611911731
440,B0006,0.0,6.554273788401398
441,B0006,0.0,6.64750625156879
442,B0006,0.0,6.188188383972264
443,B0006,0.0,5.692217243346211
444,B0006,0.0,6.206322183790439
445,B0006,0.0,6.257301566820605
446,B0006,0.0,0.26978784601268835
447,B0006,0.0,2.9361866083894377
448,B0006,0.0,3.98633715334483
449,B0006,0.0,0.31707362763443125
450,B0006,0.0,0.0
451,B0006,0.0,0.0
452,B0006,0.0,0.0
453,B0006,0.0,0.0
454,B0006,0.0,0.0
455,B0006,0.0,0.0
456,B0006,0.0,0.0
457,B0006,0.0,0.0
458,B0006,0.0,0.0
459,B0006,0.0,0.0
460,B0006,0.0,0.0
461,B0006,0.0,0.0
462,B0006,0.0,0.0
463,B0006,0.0,0.0
464,B0006,0.0,0.0
465,B0006,0.0,0.0
466,B0006,0.0,6.869904784419663
467,B0006,0.0,6.055152410093545
