,Actual,Predicted,Group,Fold,Index
583,80.30806686899294,81.57596074909685,B0007,3,583
584,80.04264241301145,80.89165093309869,B0007,3,584
585,80.04035754125528,81.51022745225471,B0007,3,585
586,80.05844498202711,81.61707803107169,B0007,3,586
587,81.1167371232789,82.294615932,B0007,3,587
588,81.39051911027366,83.28127980193514,B0007,3,588
589,80.57020955991136,82.14267860958182,B0007,3,589
590,80.03910347947992,81.08078094966869,B0007,3,590
591,79.7325953734772,80.77070932423165,B0007,3,591
592,79.48992586125676,80.6957389510291,B0007,3,592
593,79.20574504207774,80.59064068002107,B0007,3,593
594,78.94274199989883,80.1376640244817,B0007,3,594
595,78.91978415957107,79.77929299432117,B0007,3,595
596,78.65899743564148,79.58570848865193,B0007,3,596
597,78.39736385153971,79.43831687437303,B0007,3,597
598,78.41070476141842,79.44961517887309,B0007,3,598
599,78.10313778074762,79.07070437612997,B0007,3,599
600,78.36385905485969,79.15963956026513,B0007,3,600
601,79.2223791768746,79.11475403635704,B0007,3,601
602,78.37316424573085,79.5202271964298,B0007,3,602
603,78.11077117652985,79.65682533631845,B0007,3,603
604,77.84434528297595,79.25098348134568,B0007,3,604
605,77.85337387257239,78.51417529268787,B0007,3,605
606,77.5764197956411,78.63325993513051,B0007,3,606
607,77.29914466651282,78.54276494383379,B0007,3,607
608,77.03093513592873,78.13786962499529,B0007,3,608
609,76.74853711324945,77.83412427011949,B0007,3,609
610,76.76233649357621,77.75793696644024,B0007,3,610
611,76.50852050701118,77.76624191115461,B0007,3,611
612,76.50539672029024,77.58028937791093,B0007,3,612
613,76.22104114507394,77.20888636983399,B0007,3,613
614,75.94954559011889,76.6239040696724,B0007,3,614
615,75.9796764422933,74.59897633365416,B0007,3,615
616,75.95213088960035,73.73035875960908,B0007,3,616
617,76.24630662526647,74.33391114327647,B0007,3,617
618,77.58676753965592,75.8170826276286,B0007,3,618
619,76.77545672975995,74.44185216592345,B0007,3,619
620,76.52553971151792,78.17592056771262,B0007,3,620
621,76.24276653144855,77.72593109915691,B0007,3,621
622,75.70551863639822,76.80042507035415,B0007,3,622
623,75.71490373149528,76.30794150849525,B0007,3,623
624,75.42130177927987,73.6481493607336,B0007,3,624
625,75.41239109930522,73.51524100296704,B0007,3,625
626,75.157273781763,73.28800065539815,B0007,3,626
627,74.89625106252409,72.94067967142449,B0007,3,627
628,74.90951923277514,72.932855256147,B0007,3,628
629,74.60608976183624,72.82192343561117,B0007,3,629
630,74.61427514584918,72.79268965481536,B0007,3,630
631,74.35920373366997,72.65767318820339,B0007,3,631
632,74.36789830704656,72.61427089101416,B0007,3,632
633,74.05692816217145,72.61774869042333,B0007,3,633
634,75.18493846367691,76.01398538256228,B0007,3,634
635,75.74910940083355,77.07295347768209,B0007,3,635
